Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,week,year,weeks
2022-04-17,26.6,33.2,29.9,73.0,0.0,10.6,5.0,40.0,2.0,3,15,2022,2022-04-11
2022-04-18,25.4,32.5,28.1,84.0,9.1,10.0,5.0,120.0,2.0,7,16,2022,2022-04-18
2022-04-19,26.0,32.5,28.8,78.0,2.3,9.3,4.0,80.0,2.0,8,16,2022,2022-04-18
2022-04-20,26.2,31.7,28.4,78.0,0.0,11.6,3.0,50.0,2.0,7,16,2022,2022-04-18
2022-04-21,26.4,32.6,28.9,78.0,0.0,10.7,4.0,80.0,2.0,8,16,2022,2022-04-18
2022-04-22,26.4,32.1,29.4,78.0,0.0,9.9,4.0,30.0,2.0,3,16,2022,2022-04-18
2022-04-23,26.8,30.8,28.4,77.0,213.02238562091503,5.146355272469922,3.0,20.0,2.0,5,16,2022,2022-04-18
2022-04-24,26.6,33.0,29.4,75.0,0.4,9.8,4.0,70.0,2.0,3,16,2022,2022-04-18
2022-04-25,26.7,32.5,29.5,77.0,0.0,10.8,4.0,60.0,2.0,5,17,2022,2022-04-25
2022-04-26,25.6,31.0,28.3,80.0,2.5,7.9,3.0,30.0,2.0,8,17,2022,2022-04-25
2022-04-27,26.0,33.7,29.7,78.0,0.5,13.0,3.0,40.0,2.0,3,17,2022,2022-04-25
2022-04-28,26.6,32.8,29.1,78.0,0.0,9.6,6.0,80.0,2.0,0,17,2022,2022-04-25
2022-04-29,26.8,33.1,29.5,74.0,1.1,3.9,4.0,350.0,2.0,2,17,2022,2022-04-25
2022-04-30,26.9,33.0,29.5,77.0,0.0,6.9,3.0,10.0,2.0,7,17,2022,2022-04-25
2022-01-05,26.4,33.9,28.9,75.0,0.0,10.0,4.0,190.0,2.0,8,17,2022,2022-01-03
2022-02-05,25.7,32.3,28.6,81.0,27.4,8.5,4.0,70.0,2.0,3,18,2022,2022-01-31
2022-03-05,,30.4,27.8,83.0,12.3,11.8,4.0,90.0,2.0,1,18,2022,2022-02-28
2022-04-05,26.0,31.3,28.6,85.0,5.5,3.5,4.0,80.0,2.0,1,18,2022,2022-04-04
2022-05-05,,32.2,28.5,85.0,0.1,10.4,4.0,70.0,2.0,5,18,2022,2022-05-02
2022-06-05,,32.7,29.0,83.20347222222222,213.02238562091503,5.146355272469922,4.0,140.0,1.0,0,18,2022,2022-05-30
2022-07-05,26.7,32.2,29.1,82.0,2.6,2.4,6.0,80.0,3.0,5,18,2022,2022-07-04
2022-08-05,25.6,31.6,28.2,84.0,6.5,13.0,5.0,100.0,2.0,1,18,2022,2022-08-01
2022-09-05,25.9,30.5,29.1,83.0,0.3,4.3,2.0,150.0,1.0,0,19,2022,2022-09-05
2022-10-05,27.5,32.6,29.6,81.0,0.0,13.0,8.0,100.0,4.0,1,19,2022,2022-10-03
2022-11-05,24.6,31.4,27.3,86.0,27.4,8.8,5.0,70.0,2.0,8,19,2022,2022-10-31
2022-12-05,25.7,32.6,29.2,77.0,19.2,8.9,4.0,40.0,2.0,3,19,2022,2022-12-05
2022-05-13,26.7,32.7,29.4,78.0,0.1,9.2,5.0,60.0,2.0,3,19,2022,2022-05-09
2022-05-14,27.2,32.5,29.7,80.0,0.0,9.9,4.0,70.0,2.0,3,19,2022,2022-05-09
2022-05-15,26.6,33.0,29.4,77.0,0.0,9.7,3.0,40.0,2.0,0,19,2022,2022-05-09
2022-05-16,26.7,30.6,27.6,83.0,0.1,6.8,3.0,70.0,2.0,5,20,2022,2022-05-16
2022-05-17,26.6,31.3,28.5,81.0,1.3,6.1,6.0,80.0,4.0,1,20,2022,2022-05-16
2022-05-18,26.6,32.3,29.1,80.0,0.0,7.5,4.0,60.0,2.0,8,20,2022,2022-05-16
2022-05-19,26.5,32.4,29.3,77.0,0.0,8.8,6.0,60.0,3.0,3,20,2022,2022-05-16
2022-05-20,26.2,34.0,28.6,79.0,0.0,9.3,4.0,50.0,2.0,3,20,2022,2022-05-16
2022-05-21,26.6,32.3,29.5,74.0,0.0,10.1,4.0,60.0,2.0,3,20,2022,2022-05-16
2022-05-22,26.3,32.3,28.9,76.0,0.0,10.5,4.0,70.0,2.0,8,20,2022,2022-05-16
2022-05-23,26.9,32.5,29.3,78.0,0.0,9.4,3.0,80.0,1.0,1,21,2022,2022-05-23
2022-05-24,27.1,33.2,30.1,78.0,0.0,6.7,4.0,70.0,2.0,3,21,2022,2022-05-23
2022-05-25,25.9,28.4,26.3,88.0,5.4,4.7,5.0,100.0,3.0,8,21,2022,2022-05-23
2022-05-26,25.2,32.2,28.3,77.0,4.1,0.0,3.0,40.0,2.0,8,21,2022,2022-05-23
2022-05-27,25.2,32.8,28.9,77.0,0.0,2.7,6.0,20.0,3.0,7,21,2022,2022-05-23
2022-05-28,26.0,32.8,28.6,80.0,0.0,9.7,4.0,70.0,2.0,7,21,2022,2022-05-23
2022-05-29,26.0,31.9,28.6,80.0,213.02238562091503,3.8,4.0,80.0,1.0,1,21,2022,2022-05-23
2022-05-30,26.2,32.2,29.0,78.0,0.0,6.7,5.0,80.0,2.0,3,22,2022,2022-05-30
2022-05-31,26.3,32.4,29.1,74.0,0.0,9.9,6.0,60.0,2.0,7,22,2022,2022-05-30
2022-01-06,26.8,31.1,28.8,79.0,0.0,10.0,4.0,100.0,2.0,1,22,2022,2022-01-03
2022-02-06,26.4,31.4,28.6,78.0,0.0,2.2,6.0,100.0,3.0,1,22,2022,2022-01-31
2022-03-06,,31.9,28.5,79.0,0.8,4.5,4.0,100.0,2.0,1,22,2022,2022-02-28
2022-04-06,25.5,31.3,28.0,80.0,4.6,6.8,4.0,70.0,2.0,1,22,2022,2022-04-04
2022-05-06,25.6,30.7,27.8,78.0,0.1,9.9,5.0,80.0,2.0,7,22,2022,2022-05-02
2022-06-06,25.9,32.0,28.8,79.0,0.0,9.8,4.0,70.0,2.0,1,23,2022,2022-06-06
2022-07-06,26.0,30.5,27.6,82.0,2.7,8.7,2.0,10.0,1.0,7,23,2022,2022-07-04
2022-08-06,26.0,31.4,28.4,79.0,5.8,3.1,4.0,80.0,2.0,1,23,2022,2022-08-01
2022-09-06,26.0,32.2,29.0,74.0,0.0,10.1,4.0,70.0,2.0,7,23,2022,2022-09-05
2022-10-06,26.4,30.6,27.9,78.0,0.1,10.4,3.0,30.0,2.0,4,23,2022,2022-10-03
2022-11-06,25.5,32.3,28.5,74.0,0.5,8.6,5.0,70.0,2.0,3,23,2022,2022-10-31
2022-12-06,24.1,30.0,26.7,82.0,33.9,4.5,3.0,70.0,1.0,1,23,2022,2022-12-05
2022-06-13,24.1,32.0,28.2,77.0,1.5,8.9,3.0,70.0,2.0,3,24,2022,2022-06-13
2022-06-14,25.4,31.5,28.6,79.0,0.0,10.8,5.0,90.0,2.0,1,24,2022,2022-06-13
2022-06-15,26.3,31.1,28.5,81.0,0.0,10.1,6.0,170.0,2.0,1,24,2022,2022-06-13
2022-06-16,24.6,30.3,27.4,82.0,14.1,10.1,4.0,60.0,2.0,3,24,2022,2022-06-13
2022-06-17,25.0,31.1,27.9,78.0,0.0,8.8,3.0,10.0,1.0,0,24,2022,2022-06-13
2022-06-18,25.6,31.6,28.0,81.0,17.9,7.9,6.0,70.0,3.0,1,24,2022,2022-06-13
2022-06-19,25.0,30.7,27.7,77.0,0.2,8.7,4.0,30.0,2.0,4,24,2022,2022-06-13
2022-06-20,24.2,30.6,27.4,72.0,1.1,7.1,3.0,100.0,2.0,1,25,2022,2022-06-20
2022-06-21,25.0,31.1,28.2,80.0,0.0,10.2,5.0,240.0,2.0,0,25,2022,2022-06-20
2022-06-22,23.9,30.8,27.7,78.0,40.7,7.2,6.0,40.0,3.0,3,25,2022,2022-06-20
2022-06-23,24.2,30.6,27.1,81.0,39.7,4.2,5.0,250.0,2.0,7,25,2022,2022-06-20
2022-06-24,23.8,29.2,26.4,82.0,48.7,6.4,4.0,70.0,2.0,5,25,2022,2022-06-20
2022-06-25,24.6,30.9,27.5,76.0,0.0,2.8,6.0,90.0,3.0,1,25,2022,2022-06-20
2022-06-26,25.0,30.7,27.8,75.0,0.0,10.8,3.0,100.0,2.0,0,25,2022,2022-06-20
2022-06-27,25.1,31.4,28.7,78.0,213.02238562091503,3.3,6.0,70.0,3.0,1,26,2022,2022-06-27
2022-06-28,25.9,31.0,27.4,82.0,0.2,6.8,6.0,280.0,2.0,0,26,2022,2022-06-27
2022-06-29,25.1,31.8,28.5,79.0,0.2,4.0,7.0,30.0,3.0,3,26,2022,2022-06-27
2022-06-30,25.4,33.6,28.6,78.0,1.7,8.6,6.0,250.0,3.0,5,26,2022,2022-06-27
2022-01-07,25.4,32.0,29.0,76.0,0.0,9.8,5.0,80.0,2.0,1,26,2022,2022-01-03
2022-02-07,26.8,35.8,30.6,59.0,213.02238562091503,9.5,6.0,240.0,3.0,7,26,2022,2022-02-07
2022-03-07,27.0,33.4,30.1,68.0,0.0,9.8,4.0,30.0,2.0,3,26,2022,2022-03-07
2022-04-07,27.1,33.0,29.1,76.0,0.2,10.2,3.0,250.0,2.0,8,27,2022,2022-04-04
2022-05-07,26.6,31.4,28.8,80.0,0.6,2.5,6.0,70.0,2.0,1,27,2022,2022-05-02
2022-06-07,26.6,30.8,28.9,81.0,0.0,5.4,5.0,110.0,2.0,7,27,2022,2022-06-06
2022-07-07,25.0,31.6,28.3,82.0,213.02238562091503,2.2,6.0,80.0,3.0,1,27,2022,2022-07-04
2022-08-07,23.8,32.3,28.2,82.0,47.3,10.2,5.0,80.0,2.0,7,27,2022,2022-08-01
2022-09-07,24.8,32.6,29.2,78.0,7.0,9.8,8.0,250.0,3.0,8,27,2022,2022-09-05
2022-10-07,26.4,35.4,29.2,74.0,0.0,10.3,4.0,280.0,2.0,8,27,2022,2022-10-03
2022-11-07,25.2,30.8,28.0,80.0,0.0,9.4,4.0,80.0,2.0,1,28,2022,2022-11-07
2022-12-07,25.6,29.8,27.7,84.0,0.8,0.0,4.0,80.0,2.0,1,28,2022,2022-12-05
2022-07-13,25.2,31.0,28.4,80.0,0.2,0.5,4.0,70.0,2.0,1,28,2022,2022-07-11
2022-07-14,26.0,31.6,28.4,84.0,0.0,5.6,6.0,80.0,3.0,1,28,2022,2022-07-11
2022-07-15,25.0,31.4,27.9,80.0,0.0,5.9,6.0,100.0,3.0,1,28,2022,2022-07-11
2022-07-16,23.4,30.4,26.8,84.0,70.7,8.6,5.0,110.0,2.0,1,28,2022,2022-07-11
2022-07-17,23.8,32.4,29.1,83.0,1.3,4.5,3.0,70.0,1.0,0,28,2022,2022-07-11
2022-07-18,27.0,32.6,29.4,80.0,0.0,6.7,5.0,50.0,2.0,3,29,2022,2022-07-18
2022-07-19,26.8,30.6,27.8,85.0,0.0,10.2,3.0,310.0,1.0,4,29,2022,2022-07-18
2022-07-20,25.8,32.2,28.6,81.0,0.0,0.0,4.0,80.0,2.0,0,29,2022,2022-07-18
2022-07-21,24.5,31.4,28.2,83.0,0.3,9.8,6.0,310.0,3.0,1,29,2022,2022-07-18
2022-07-22,24.8,30.8,27.4,80.0,0.0,9.8,3.0,160.0,1.0,0,29,2022,2022-07-18
2022-07-23,24.8,31.6,28.2,82.0,2.0,2.5,3.0,20.0,1.0,0,29,2022,2022-07-18
2022-07-24,26.0,30.5,27.3,85.0,3.6,4.7,3.0,160.0,1.0,0,29,2022,2022-07-18
2022-07-25,25.4,30.4,27.6,85.0,8.8,6.8,4.0,110.0,2.0,1,30,2022,2022-07-25
2022-07-26,25.2,31.1,27.9,81.0,0.0,2.2,5.0,240.0,2.0,1,30,2022,2022-07-25
2022-07-27,24.9,30.6,27.6,83.0,1.4,9.2,6.0,100.0,2.0,1,30,2022,2022-07-25
2022-07-28,25.1,32.3,28.9,78.0,213.02238562091503,5.7,4.0,50.0,2.0,3,30,2022,2022-07-25
2022-07-29,25.6,33.4,29.0,80.0,0.6,9.0,4.0,80.0,2.0,3,30,2022,2022-07-25
2022-07-30,26.0,32.5,28.3,83.0,1.8,8.3,6.0,100.0,2.0,1,30,2022,2022-07-25
2022-07-31,26.6,31.9,28.8,84.0,0.0,4.1,6.0,80.0,2.0,1,30,2022,2022-07-25
2022-01-08,25.8,31.0,28.4,82.0,0.0,9.7,4.0,70.0,1.0,0,31,2022,2022-01-03
2022-02-08,25.4,31.1,28.4,82.0,213.02238562091503,9.3,5.0,110.0,2.0,1,31,2022,2022-02-07
2022-03-08,26.0,30.0,27.7,84.0,2.2,2.7,5.0,160.0,3.0,1,31,2022,2022-03-07
2022-04-08,24.0,29.8,25.9,86.0,19.9,3.2,3.0,180.0,2.0,1,31,2022,2022-04-04
2022-05-08,23.6,31.5,28.2,81.0,1.3,0.0,6.0,80.0,4.0,1,31,2022,2022-05-02
2022-06-08,24.8,31.8,28.0,80.0,0.3,2.7,3.0,70.0,2.0,1,31,2022,2022-06-06
2022-07-08,25.0,31.0,28.3,79.0,0.0,3.7,8.0,80.0,3.0,1,31,2022,2022-07-04
2022-08-08,26.0,32.1,29.0,74.0,0.0,4.2,5.0,90.0,2.0,1,32,2022,2022-08-08
2022-09-08,26.2,32.6,29.1,74.0,213.02238562091503,9.0,5.0,80.0,2.0,1,32,2022,2022-09-05
2022-10-08,26.2,32.0,28.7,76.0,0.0,8.8,4.0,80.0,2.0,1,32,2022,2022-10-03
2022-11-08,26.1,32.2,28.8,74.0,0.0,8.7,6.0,70.0,1.0,0,32,2022,2022-11-07
2022-12-08,26.0,33.2,30.0,78.0,0.6,10.4,3.0,50.0,2.0,3,32,2022,2022-12-05
2022-08-13,25.6,30.9,28.0,79.0,2.1,7.7,5.0,80.0,2.0,1,32,2022,2022-08-08
2022-08-14,25.6,32.4,29.3,75.0,0.0,5.3,4.0,80.0,2.0,1,32,2022,2022-08-08
2022-08-15,25.8,32.2,28.7,75.0,0.0,9.2,6.0,250.0,3.0,3,33,2022,2022-08-15
2022-08-16,24.3,31.4,28.0,74.0,11.7,9.5,3.0,160.0,2.0,0,33,2022,2022-08-15
2022-08-17,25.0,30.8,28.0,79.0,0.0,4.0,4.0,90.0,2.0,1,33,2022,2022-08-15
2022-08-18,22.6,29.8,25.9,86.0,50.7,4.6,3.0,170.0,1.0,0,33,2022,2022-08-15
2022-08-19,24.1,31.5,28.2,80.0,0.8,2.0,5.0,280.0,3.0,1,33,2022,2022-08-15
2022-08-20,24.0,31.9,27.4,81.0,4.3,10.4,5.0,320.0,2.0,0,33,2022,2022-08-15
2022-08-21,24.6,30.3,27.2,84.0,7.6,1.5,6.0,90.0,2.0,0,33,2022,2022-08-15
2022-08-22,23.8,31.8,27.2,80.0,35.5,1.4,3.0,300.0,1.0,0,34,2022,2022-08-22
2022-08-23,24.7,29.6,26.7,83.0,3.4,8.0,5.0,110.0,2.0,0,34,2022,2022-08-22
2022-08-24,24.5,31.4,28.4,80.0,1.7,1.9,4.0,80.0,2.0,1,34,2022,2022-08-22
2022-08-25,25.9,31.6,28.3,78.0,0.0,7.7,4.0,130.0,2.0,5,34,2022,2022-08-22
2022-08-26,26.0,30.7,28.1,82.0,27.9,5.0,5.0,130.0,2.0,1,34,2022,2022-08-22
2022-08-27,24.6,30.6,27.4,80.0,16.0,3.4,7.0,310.0,3.0,2,34,2022,2022-08-22
2022-08-28,24.3,30.6,26.1,84.0,1.3,3.9,6.0,300.0,1.0,0,34,2022,2022-08-22
2022-08-29,23.8,31.2,28.0,77.0,0.5,1.8,6.0,80.0,2.0,1,35,2022,2022-08-29
2022-08-30,25.8,30.3,27.8,80.0,0.0,2.5,4.0,80.0,2.0,0,35,2022,2022-08-29
2022-08-31,25.8,31.5,28.7,80.0,0.2,6.9,4.0,80.0,2.0,3,35,2022,2022-08-29
2022-01-09,25.4,29.9,27.1,84.0,11.7,8.9,2.0,180.0,1.0,4,35,2022,2022-01-03
2022-02-09,25.2,29.9,26.4,86.0,8.8,0.1,3.0,50.0,1.0,0,35,2022,2022-02-07
2022-03-09,25.3,31.2,28.3,80.0,2.0,1.8,7.0,110.0,3.0,1,35,2022,2022-03-07
2022-04-09,24.8,31.8,27.8,76.0,0.1,9.8,3.0,340.0,2.0,3,35,2022,2022-04-04
2022-05-09,25.4,32.2,28.8,74.0,0.0,5.9,3.0,70.0,2.0,0,36,2022,2022-05-09
2022-06-09,26.5,31.5,29.1,78.0,0.0,3.3,5.0,220.0,2.0,7,36,2022,2022-06-06
2022-07-09,22.6,33.2,27.4,77.0,63.0,8.5,3.0,20.0,2.0,5,36,2022,2022-07-04
2022-08-09,24.4,30.9,28.7,77.0,0.0,4.3,3.0,50.0,2.0,8,36,2022,2022-08-08
2022-09-09,27.1,31.3,28.6,81.0,0.4,0.4,5.0,90.0,2.0,1,36,2022,2022-09-05
2022-10-09,26.3,31.5,28.6,80.0,0.0,3.9,5.0,80.0,3.0,1,36,2022,2022-10-03
2022-11-09,26.1,31.0,28.3,76.0,0.0,5.3,3.0,70.0,2.0,1,36,2022,2022-11-07
2022-12-09,25.8,32.3,28.7,74.0,0.0,2.1,4.0,50.0,2.0,3,37,2022,2022-12-05
2022-09-13,26.0,30.1,28.1,78.0,0.0,9.8,5.0,300.0,2.0,5,37,2022,2022-09-12
2022-09-14,22.8,30.4,26.4,85.0,61.4,0.5,4.0,70.0,2.0,1,37,2022,2022-09-12
2022-09-15,23.6,30.4,27.7,77.0,0.1,6.7,4.0,50.0,2.0,3,37,2022,2022-09-12
2022-09-16,25.7,32.4,28.6,74.0,0.0,5.3,4.0,70.0,2.0,8,37,2022,2022-09-12
2022-09-17,25.4,31.7,28.3,80.0,1.8,10.4,5.0,90.0,2.0,8,37,2022,2022-09-12
2022-09-18,23.9,29.4,26.5,84.0,34.4,9.9,3.0,120.0,2.0,6,37,2022,2022-09-12
2022-09-19,24.4,32.0,28.3,77.0,0.2,0.2,4.0,50.0,2.0,3,38,2022,2022-09-19
2022-09-20,25.5,30.2,28.2,76.0,0.0,7.0,3.0,90.0,2.0,1,38,2022,2022-09-19
2022-09-21,24.7,32.3,28.1,72.0,0.0,4.2,4.0,60.0,2.0,3,38,2022,2022-09-19
2022-09-22,24.0,30.5,27.4,78.0,2.3,9.3,4.0,100.0,2.0,1,38,2022,2022-09-19
2022-09-23,24.9,31.1,28.3,80.0,0.0,2.9,3.0,100.0,2.0,7,38,2022,2022-09-19
2022-09-24,24.4,30.4,27.2,82.0,30.7,8.7,4.0,80.0,2.0,1,38,2022,2022-09-19
2022-09-25,24.5,30.8,27.5,82.0,3.1,7.4,5.0,90.0,3.0,5,38,2022,2022-09-19
2022-09-26,24.9,31.2,28.1,80.0,213.02238562091503,8.0,5.0,80.0,2.0,8,39,2022,2022-09-26
2022-09-27,25.4,32.3,28.1,80.0,0.0,7.6,4.0,20.0,2.0,4,39,2022,2022-09-26
2022-09-28,25.6,31.3,27.3,85.0,9.0,7.8,4.0,40.0,2.0,7,39,2022,2022-09-26
2022-09-29,25.5,31.5,28.1,78.0,16.3,7.6,6.0,100.0,3.0,1,39,2022,2022-09-26
2022-09-30,25.2,30.7,27.7,81.0,1.9,4.7,5.0,80.0,2.0,1,39,2022,2022-09-26
2022-01-10,24.4,30.7,27.2,80.0,13.2,3.8,3.0,80.0,2.0,7,39,2022,2022-01-10
2022-02-10,24.7,30.8,28.0,78.0,0.4,3.9,4.0,70.0,2.0,0,39,2022,2022-02-07
2022-03-10,25.6,29.5,27.5,84.0,1.2,1.1,5.0,240.0,2.0,7,40,2022,2022-03-07
2022-04-10,24.8,30.8,27.4,82.0,0.6,0.6,5.0,70.0,2.0,1,40,2022,2022-04-04
2022-05-10,24.7,29.8,26.9,82.0,4.7,5.1,4.0,120.0,1.0,0,40,2022,2022-05-09
2022-06-10,24.7,31.2,28.1,79.0,0.6,1.4,4.0,120.0,2.0,5,40,2022,2022-06-06
2022-07-10,25.8,30.8,27.7,81.0,0.0,5.6,6.0,80.0,3.0,1,40,2022,2022-07-04
2022-08-10,25.5,30.3,27.5,84.0,8.8,1.3,4.0,300.0,2.0,7,40,2022,2022-08-08
2022-09-10,25.5,29.6,27.4,80.0,0.3,4.4,3.0,140.0,1.0,0,40,2022,2022-09-05
2022-10-10,25.6,31.4,28.2,77.0,0.0,0.2,3.0,70.0,2.0,8,41,2022,2022-10-10
2022-11-10,25.6,31.4,28.2,77.0,0.0,4.6,7.0,30.0,3.0,3,41,2022,2022-11-07
2022-12-10,24.4,30.4,27.3,81.0,10.3,6.4,3.0,240.0,2.0,3,41,2022,2022-12-05
2022-10-13,24.9,29.8,27.5,82.0,7.2,6.2,3.0,40.0,2.0,8,41,2022,2022-10-10
2022-10-14,25.4,30.8,27.5,79.0,213.02238562091503,1.1,3.0,30.0,1.0,0,41,2022,2022-10-10
2022-10-15,25.2,31.6,27.0,82.0,0.1,1.5,4.0,60.0,1.0,0,41,2022,2022-10-10
2022-10-16,25.2,30.7,28.1,82.0,9.0,6.9,4.0,90.0,2.0,1,41,2022,2022-10-10
2022-10-17,25.6,31.4,28.3,79.0,1.0,3.0,7.0,70.0,3.0,1,42,2022,2022-10-17
2022-10-18,25.7,31.7,28.2,81.0,0.0,5.6,5.0,70.0,2.0,1,42,2022,2022-10-17
2022-10-19,24.4,31.2,27.7,85.0,36.5,5.7,4.0,90.0,2.0,1,42,2022,2022-10-17
2022-10-20,25.1,31.4,28.0,85.0,0.9,7.8,6.0,70.0,3.0,1,42,2022,2022-10-17
2022-10-21,25.2,33.2,29.0,73.0,8.3,8.0,3.0,30.0,2.0,8,42,2022,2022-10-17
2022-10-22,24.2,28.8,26.1,86.0,58.7,9.2,2.0,90.0,1.0,7,42,2022,2022-10-17
2022-10-23,24.4,30.2,27.6,82.0,0.6,1.0,6.0,60.0,1.0,0,42,2022,2022-10-17
2022-10-24,25.4,30.2,27.8,82.0,2.7,0.7,3.0,360.0,1.0,3,43,2022,2022-10-24
2022-10-25,24.9,28.9,26.4,90.0,53.5,1.4,3.0,250.0,1.0,7,43,2022,2022-10-24
2022-10-26,24.9,28.8,26.8,89.0,10.6,1.5,2.0,320.0,1.0,4,43,2022,2022-10-24
2022-10-27,25.8,29.8,27.5,84.0,0.4,0.5,6.0,20.0,3.0,7,43,2022,2022-10-24
2022-10-28,25.8,29.8,27.3,84.0,213.02238562091503,2.3,3.0,290.0,2.0,2,43,2022,2022-10-24
2022-10-29,25.8,31.5,27.9,81.0,0.5,1.8,4.0,30.0,2.0,8,43,2022,2022-10-24
2022-10-30,25.5,31.3,27.8,82.0,0.5,7.3,3.0,30.0,2.0,4,43,2022,2022-10-24
2022-10-31,24.3,30.6,27.5,81.0,14.8,5.9,6.0,20.0,3.0,8,44,2022,2022-10-31
2022-01-11,25.1,30.9,27.5,81.0,3.2,6.6,4.0,310.0,2.0,8,44,2022,2022-01-10
2022-02-11,24.3,31.1,27.2,82.0,2.1,4.1,4.0,240.0,2.0,8,44,2022,2022-02-07
2022-03-11,24.4,31.0,27.5,79.0,1.6,3.9,7.0,40.0,4.0,3,44,2022,2022-03-07
2022-04-11,24.6,30.3,26.4,86.0,9.7,5.1,3.0,30.0,1.0,8,44,2022,2022-04-11
2022-05-11,24.5,30.7,27.5,82.0,37.6,1.7,3.0,10.0,2.0,8,44,2022,2022-05-09
2022-06-11,24.9,30.3,27.3,82.0,213.02238562091503,5.9,6.0,30.0,3.0,3,44,2022,2022-06-06
2022-07-11,24.8,30.4,27.2,85.0,51.5,5.0,4.0,60.0,2.0,3,45,2022,2022-07-11
2022-08-11,24.9,31.5,28.0,80.0,0.1,7.7,7.0,40.0,3.0,8,45,2022,2022-08-08
2022-09-11,25.8,31.4,28.3,79.0,1.0,6.1,3.0,350.0,2.0,8,45,2022,2022-09-05
2022-10-11,25.0,29.9,27.0,86.0,13.9,3.3,4.0,330.0,2.0,4,45,2022,2022-10-10
2022-11-11,24.6,28.3,26.2,88.0,11.3,2.3,6.0,330.0,4.0,4,45,2022,2022-11-07
2022-12-11,24.2,29.1,26.4,87.0,24.3,0.0,3.0,290.0,2.0,4,45,2022,2022-12-05
2022-11-13,24.5,29.3,27.2,84.0,0.2,0.7,5.0,340.0,3.0,8,45,2022,2022-11-07
2022-11-14,24.9,30.2,27.0,82.0,8.8,0.9,3.0,10.0,2.0,4,46,2022,2022-11-14
2022-11-15,24.7,30.3,27.3,84.0,17.2,1.4,4.0,40.0,2.0,3,46,2022,2022-11-14
2022-11-16,25.1,31.2,28.0,80.0,0.0,3.3,4.0,30.0,2.0,8,46,2022,2022-11-14
2022-11-17,25.2,30.8,26.9,83.0,1.4,7.9,5.0,190.0,2.0,8,46,2022,2022-11-14
2022-11-18,25.2,30.8,28.0,82.0,0.2,1.5,4.0,30.0,2.0,8,46,2022,2022-11-14
2022-11-19,24.5,30.9,27.0,84.0,34.5,3.9,3.0,20.0,2.0,8,46,2022,2022-11-14
2022-11-20,24.6,31.8,27.8,78.0,0.0,3.6,3.0,340.0,2.0,2,46,2022,2022-11-14
2022-11-21,24.5,31.0,27.3,83.0,18.1,5.0,3.0,20.0,1.0,7,47,2022,2022-11-21
2022-11-22,24.7,31.8,28.3,82.0,2.3,2.8,4.0,60.0,2.0,0,47,2022,2022-11-21
2022-11-23,25.9,31.6,28.1,81.0,0.2,6.4,3.0,70.0,1.0,0,47,2022,2022-11-21
2022-11-24,25.9,30.6,27.5,84.0,0.0,7.9,6.0,100.0,2.0,3,47,2022,2022-11-21
2022-11-25,24.4,31.3,27.3,84.0,25.0,2.5,4.0,70.0,2.0,1,47,2022,2022-11-21
2022-11-26,24.6,31.6,28.4,79.0,0.1,8.0,4.0,50.0,2.0,3,47,2022,2022-11-21
2022-11-27,26.4,30.7,28.0,82.0,0.0,8.9,4.0,70.0,2.0,3,47,2022,2022-11-21
2022-11-28,26.3,29.9,27.4,83.0,0.0,5.2,3.0,30.0,1.0,3,48,2022,2022-11-28
2022-11-29,26.3,30.7,28.0,82.0,2.9,4.3,6.0,50.0,1.0,0,48,2022,2022-11-28
2022-11-30,25.8,31.3,28.0,82.0,0.3,5.4,3.0,40.0,2.0,2,48,2022,2022-11-28
2022-01-12,25.6,28.6,26.1,87.0,2.0,7.0,3.0,340.0,2.0,4,48,2022,2022-01-10
2022-02-12,23.8,30.7,26.8,84.0,22.8,4.1,4.0,280.0,2.0,8,48,2022,2022-02-07
2022-03-12,24.3,28.3,25.8,90.0,2.7,1.8,4.0,290.0,2.0,4,48,2022,2022-03-07
2022-04-12,24.9,31.1,27.5,80.0,2.8,0.0,4.0,20.0,2.0,4,48,2022,2022-04-11
2022-05-12,24.5,29.8,26.7,87.0,36.4,9.8,5.0,90.0,3.0,1,49,2022,2022-05-09
2022-06-12,24.6,30.6,27.3,82.0,3.1,4.6,2.0,60.0,1.0,4,49,2022,2022-06-06
2022-07-12,24.9,30.6,27.5,82.0,0.0,2.4,2.0,230.0,1.0,0,49,2022,2022-07-11
2022-08-12,25.6,28.7,26.5,86.0,213.02238562091503,1.4,5.0,340.0,2.0,4,49,2022,2022-08-08
2022-09-12,24.1,27.2,24.3,95.0,19.4,0.0,4.0,310.0,2.0,8,49,2022,2022-09-12
2022-10-12,23.4,24.7,24.0,92.0,29.1,0.0,5.0,20.0,2.0,8,49,2022,2022-10-10
2022-11-12,23.0,24.3,23.4,95.0,45.2,0.0,3.0,280.0,2.0,8,49,2022,2022-11-07
2022-12-12,23.0,28.3,25.4,88.0,26.7,0.0,3.0,290.0,1.0,0,50,2022,2022-12-12
2022-12-13,23.6,29.6,26.8,86.0,1.8,0.7,3.0,170.0,1.0,0,50,2022,2022-12-12
2022-12-14,24.7,27.8,25.6,90.0,1.3,1.6,4.0,230.0,1.0,0,50,2022,2022-12-12
2022-12-15,23.2,29.2,26.1,87.0,37.3,0.4,5.0,110.0,2.0,1,50,2022,2022-12-12
